"competition","mf","level","match_id","date","home_team","visiting_team","match_n_sets","home_team_set_score","visiting_team_set_score","set_number","home_team_score","visiting_team_score","margin"
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757193",2019-09-02,"Maryland","Howard",5,3,2,3,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757193",2019-09-02,"Maryland","Howard",5,3,2,4,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757193",2019-09-02,"Maryland","Howard",5,3,2,5,15,9,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757195",2019-09-02,"Wyoming","LIU",3,3,0,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757195",2019-09-02,"Wyoming","LIU",3,3,0,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757195",2019-09-02,"Wyoming","LIU",3,3,0,3,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757196",2019-09-03,"Morgan State","Siena",3,3,0,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757196",2019-09-03,"Morgan State","Siena",3,3,0,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757196",2019-09-03,"Morgan State","Siena",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757206",2019-09-03,"Belmont","Alabama A&M",3,3,0,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757206",2019-09-03,"Belmont","Alabama A&M",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757206",2019-09-03,"Belmont","Alabama A&M",3,3,0,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757207",2019-09-03,"Idaho State","Utah Valley",4,3,1,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757207",2019-09-03,"Idaho State","Utah Valley",4,3,1,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757207",2019-09-03,"Idaho State","Utah Valley",4,3,1,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757207",2019-09-03,"Idaho State","Utah Valley",4,3,1,4,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757202",2019-09-03,"Tennessee State","Chattanooga",4,3,1,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757202",2019-09-03,"Tennessee State","Chattanooga",4,3,1,2,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757202",2019-09-03,"Tennessee State","Chattanooga",4,3,1,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757202",2019-09-03,"Tennessee State","Chattanooga",4,3,1,4,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757205",2019-09-03,"Texas State","Rice",3,0,3,1,13,25,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757205",2019-09-03,"Texas State","Rice",3,0,3,2,10,25,15
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757205",2019-09-03,"Texas State","Rice",3,0,3,3,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757284",2019-09-03,"VCU","High Point",3,3,0,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757284",2019-09-03,"VCU","High Point",3,3,0,2,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757284",2019-09-03,"VCU","High Point",3,3,0,3,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757212",2019-09-03,"Florida A&M","Mercer",3,0,3,1,9,25,16
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757212",2019-09-03,"Florida A&M","Mercer",3,0,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757212",2019-09-03,"Florida A&M","Mercer",3,0,3,3,11,25,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757204",2019-09-03,"Oral Roberts","Missouri State",5,3,2,1,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757204",2019-09-03,"Oral Roberts","Missouri State",5,3,2,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757204",2019-09-03,"Oral Roberts","Missouri State",5,3,2,3,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757204",2019-09-03,"Oral Roberts","Missouri State",5,3,2,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757204",2019-09-03,"Oral Roberts","Missouri State",5,3,2,5,17,15,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757213",2019-09-03,"Chicago State","Northern Illinois",4,3,1,1,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757213",2019-09-03,"Chicago State","Northern Illinois",4,3,1,2,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757213",2019-09-03,"Chicago State","Northern Illinois",4,3,1,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757213",2019-09-03,"Chicago State","Northern Illinois",4,3,1,4,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757201",2019-09-03,"Utah State","Utah",3,0,3,1,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757201",2019-09-03,"Utah State","Utah",3,0,3,2,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757201",2019-09-03,"Utah State","Utah",3,0,3,3,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757218",2019-09-03,"Omaha","Kansas",3,0,3,1,11,25,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757218",2019-09-03,"Omaha","Kansas",3,0,3,2,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757218",2019-09-03,"Omaha","Kansas",3,0,3,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757221",2019-09-03,"Jackson State","Northwestern State",3,0,3,1,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757221",2019-09-03,"Jackson State","Northwestern State",3,0,3,2,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757221",2019-09-03,"Jackson State","Northwestern State",3,0,3,3,29,31,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757217",2019-09-03,"Duke","Charlotte",3,3,0,1,29,27,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757217",2019-09-03,"Duke","Charlotte",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757217",2019-09-03,"Duke","Charlotte",3,3,0,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757216",2019-09-03,"Prairie View","Houston Baptist",3,0,3,1,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757216",2019-09-03,"Prairie View","Houston Baptist",3,0,3,2,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757216",2019-09-03,"Prairie View","Houston Baptist",3,0,3,3,11,25,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757219",2019-09-03,"McNeese","Houston",4,1,3,1,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757219",2019-09-03,"McNeese","Houston",4,1,3,2,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757219",2019-09-03,"McNeese","Houston",4,1,3,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757219",2019-09-03,"McNeese","Houston",4,1,3,4,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757215",2019-09-03,"Iowa State","South Dakota",3,3,0,1,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757215",2019-09-03,"Iowa State","South Dakota",3,3,0,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757215",2019-09-03,"Iowa State","South Dakota",3,3,0,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757236",2019-09-03,"UAB","Alabama State",3,3,0,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757236",2019-09-03,"UAB","Alabama State",3,3,0,2,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757236",2019-09-03,"UAB","Alabama State",3,3,0,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757255",2019-09-03,"Purdue","Ball State",3,3,0,1,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757255",2019-09-03,"Purdue","Ball State",3,3,0,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757255",2019-09-03,"Purdue","Ball State",3,3,0,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757250",2019-09-03,"Stony Brook","Hofstra",4,1,3,1,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757250",2019-09-03,"Stony Brook","Hofstra",4,1,3,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757250",2019-09-03,"Stony Brook","Hofstra",4,1,3,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757250",2019-09-03,"Stony Brook","Hofstra",4,1,3,4,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757258",2019-09-03,"Tulane","Southeastern La.",5,2,3,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757258",2019-09-03,"Tulane","Southeastern La.",5,2,3,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757258",2019-09-03,"Tulane","Southeastern La.",5,2,3,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757258",2019-09-03,"Tulane","Southeastern La.",5,2,3,4,28,30,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757258",2019-09-03,"Tulane","Southeastern La.",5,2,3,5,12,15,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757226",2019-09-03,"Miami (OH)","Dayton",3,0,3,1,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757226",2019-09-03,"Miami (OH)","Dayton",3,0,3,2,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757226",2019-09-03,"Miami (OH)","Dayton",3,0,3,3,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757246",2019-09-03,"UC Davis","Sacramento State",4,3,1,1,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757246",2019-09-03,"UC Davis","Sacramento State",4,3,1,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757246",2019-09-03,"UC Davis","Sacramento State",4,3,1,3,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757246",2019-09-03,"UC Davis","Sacramento State",4,3,1,4,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757223",2019-09-03,"New Hampshire","Bryant",3,3,0,1,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757223",2019-09-03,"New Hampshire","Bryant",3,3,0,2,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757223",2019-09-03,"New Hampshire","Bryant",3,3,0,3,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757233",2019-09-03,"Campbell","UNCW",5,2,3,1,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757233",2019-09-03,"Campbell","UNCW",5,2,3,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757233",2019-09-03,"Campbell","UNCW",5,2,3,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757233",2019-09-03,"Campbell","UNCW",5,2,3,4,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757233",2019-09-03,"Campbell","UNCW",5,2,3,5,14,16,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757222",2019-09-03,"NJIT","St. John's (NY)",3,0,3,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757222",2019-09-03,"NJIT","St. John's (NY)",3,0,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757222",2019-09-03,"NJIT","St. John's (NY)",3,0,3,3,10,25,15
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757225",2019-09-03,"Kennesaw State","Georgia Tech",4,3,1,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757225",2019-09-03,"Kennesaw State","Georgia Tech",4,3,1,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757225",2019-09-03,"Kennesaw State","Georgia Tech",4,3,1,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757225",2019-09-03,"Kennesaw State","Georgia Tech",4,3,1,4,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757271",2019-09-04,"Providence","Merrimack",3,3,0,1,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757271",2019-09-04,"Providence","Merrimack",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757271",2019-09-04,"Providence","Merrimack",3,3,0,3,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757286",2019-09-04,"A&M-Corpus Christi","UTRGV",5,2,3,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757286",2019-09-04,"A&M-Corpus Christi","UTRGV",5,2,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757286",2019-09-04,"A&M-Corpus Christi","UTRGV",5,2,3,3,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757286",2019-09-04,"A&M-Corpus Christi","UTRGV",5,2,3,4,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757286",2019-09-04,"A&M-Corpus Christi","UTRGV",5,2,3,5,10,15,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757292",2019-09-04,"Texas","Minnesota",3,3,0,1,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757292",2019-09-04,"Texas","Minnesota",3,3,0,2,29,27,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757292",2019-09-04,"Texas","Minnesota",3,3,0,3,35,33,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757311",2019-09-04,"Notre Dame","Valparaiso",3,3,0,1,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757311",2019-09-04,"Notre Dame","Valparaiso",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757311",2019-09-04,"Notre Dame","Valparaiso",3,3,0,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757327",2019-09-04,"Florida","Stanford",3,0,3,1,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757327",2019-09-04,"Florida","Stanford",3,0,3,2,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757327",2019-09-04,"Florida","Stanford",3,0,3,3,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757331",2019-09-05,"VCU","NC State",3,3,0,1,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757331",2019-09-05,"VCU","NC State",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757331",2019-09-05,"VCU","NC State",3,3,0,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775317",2019-09-05,"Texas Southern","Bethune-Cookman",4,1,3,1,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775317",2019-09-05,"Texas Southern","Bethune-Cookman",4,1,3,2,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775317",2019-09-05,"Texas Southern","Bethune-Cookman",4,1,3,3,12,25,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775317",2019-09-05,"Texas Southern","Bethune-Cookman",4,1,3,4,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757334",2019-09-05,"Central Ark.","Omaha",4,1,3,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757334",2019-09-05,"Central Ark.","Omaha",4,1,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757334",2019-09-05,"Central Ark.","Omaha",4,1,3,3,12,25,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757334",2019-09-05,"Central Ark.","Omaha",4,1,3,4,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757336",2019-09-05,"Oregon State","Oklahoma",5,2,3,1,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757336",2019-09-05,"Oregon State","Oklahoma",5,2,3,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757336",2019-09-05,"Oregon State","Oklahoma",5,2,3,3,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757336",2019-09-05,"Oregon State","Oklahoma",5,2,3,4,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757336",2019-09-05,"Oregon State","Oklahoma",5,2,3,5,16,18,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757337",2019-09-05,"Sam Houston State","Weber State",3,0,3,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757337",2019-09-05,"Sam Houston State","Weber State",3,0,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757337",2019-09-05,"Sam Houston State","Weber State",3,0,3,3,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757341",2019-09-05,"Baylor","Syracuse",3,3,0,1,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757341",2019-09-05,"Baylor","Syracuse",3,3,0,2,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757341",2019-09-05,"Baylor","Syracuse",3,3,0,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757339",2019-09-05,"Fresno State","CSU Bakersfield",4,1,3,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757339",2019-09-05,"Fresno State","CSU Bakersfield",4,1,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757339",2019-09-05,"Fresno State","CSU Bakersfield",4,1,3,3,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757339",2019-09-05,"Fresno State","CSU Bakersfield",4,1,3,4,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757342",2019-09-05,"Cal Poly","North Texas",3,3,0,1,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757342",2019-09-05,"Cal Poly","North Texas",3,3,0,2,25,10,15
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757342",2019-09-05,"Cal Poly","North Texas",3,3,0,3,25,9,16
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757344",2019-09-05,"Loyola Chicago","SFA",4,1,3,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757344",2019-09-05,"Loyola Chicago","SFA",4,1,3,2,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757344",2019-09-05,"Loyola Chicago","SFA",4,1,3,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757344",2019-09-05,"Loyola Chicago","SFA",4,1,3,4,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757359",2019-09-05,"San Jose State","Wichita State",4,3,1,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757359",2019-09-05,"San Jose State","Wichita State",4,3,1,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757359",2019-09-05,"San Jose State","Wichita State",4,3,1,3,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757359",2019-09-05,"San Jose State","Wichita State",4,3,1,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757352",2019-09-05,"Pepperdine","California Baptist",3,3,0,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757352",2019-09-05,"Pepperdine","California Baptist",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757352",2019-09-05,"Pepperdine","California Baptist",3,3,0,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757358",2019-09-05,"UCLA","Georgia",3,3,0,1,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757358",2019-09-05,"UCLA","Georgia",3,3,0,2,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757358",2019-09-05,"UCLA","Georgia",3,3,0,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757355",2019-09-05,"Kansas State","Clemson",5,3,2,1,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757355",2019-09-05,"Kansas State","Clemson",5,3,2,2,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757355",2019-09-05,"Kansas State","Clemson",5,3,2,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757355",2019-09-05,"Kansas State","Clemson",5,3,2,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757355",2019-09-05,"Kansas State","Clemson",5,3,2,5,16,14,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757361",2019-09-05,"Southern Utah","Saint Mary's (CA)",5,3,2,1,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757361",2019-09-05,"Southern Utah","Saint Mary's (CA)",5,3,2,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757361",2019-09-05,"Southern Utah","Saint Mary's (CA)",5,3,2,3,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757361",2019-09-05,"Southern Utah","Saint Mary's (CA)",5,3,2,4,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757361",2019-09-05,"Southern Utah","Saint Mary's (CA)",5,3,2,5,15,8,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757370",2019-09-05,"Wisconsin","Marquette",5,2,3,1,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757370",2019-09-05,"Wisconsin","Marquette",5,2,3,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757370",2019-09-05,"Wisconsin","Marquette",5,2,3,3,27,29,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757370",2019-09-05,"Wisconsin","Marquette",5,2,3,4,30,32,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757370",2019-09-05,"Wisconsin","Marquette",5,2,3,5,9,15,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757366",2019-09-05,"BYU","LIU",3,3,0,1,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757366",2019-09-05,"BYU","LIU",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757366",2019-09-05,"BYU","LIU",3,3,0,3,25,10,15
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757372",2019-09-05,"Hawaii","Army West Point",4,3,1,1,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757372",2019-09-05,"Hawaii","Army West Point",4,3,1,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757372",2019-09-05,"Hawaii","Army West Point",4,3,1,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757372",2019-09-05,"Hawaii","Army West Point",4,3,1,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757365",2019-09-05,"New Hampshire","Seattle U",4,1,3,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757365",2019-09-05,"New Hampshire","Seattle U",4,1,3,2,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757365",2019-09-05,"New Hampshire","Seattle U",4,1,3,3,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757365",2019-09-05,"New Hampshire","Seattle U",4,1,3,4,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757386",2019-09-05,"Chicago State","Cal St. Fullerton",5,2,3,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757386",2019-09-05,"Chicago State","Cal St. Fullerton",5,2,3,2,27,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757386",2019-09-05,"Chicago State","Cal St. Fullerton",5,2,3,3,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757386",2019-09-05,"Chicago State","Cal St. Fullerton",5,2,3,4,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757386",2019-09-05,"Chicago State","Cal St. Fullerton",5,2,3,5,10,15,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757364",2019-09-05,"UConn","Iona",3,3,0,1,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757364",2019-09-05,"UConn","Iona",3,3,0,2,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757364",2019-09-05,"UConn","Iona",3,3,0,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757375",2019-09-05,"Georgia Tech","Lipscomb",4,3,1,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757375",2019-09-05,"Georgia Tech","Lipscomb",4,3,1,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757375",2019-09-05,"Georgia Tech","Lipscomb",4,3,1,3,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757375",2019-09-05,"Georgia Tech","Lipscomb",4,3,1,4,25,13,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757389",2019-09-05,"Santa Clara","CSUN",4,3,1,1,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757389",2019-09-05,"Santa Clara","CSUN",4,3,1,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757389",2019-09-05,"Santa Clara","CSUN",4,3,1,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757389",2019-09-05,"Santa Clara","CSUN",4,3,1,4,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757391",2019-09-05,"Sacramento State","Denver",3,0,3,1,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757391",2019-09-05,"Sacramento State","Denver",3,0,3,2,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757391",2019-09-05,"Sacramento State","Denver",3,0,3,3,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757394",2019-09-05,"Arkansas","West Virginia",3,0,3,1,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757394",2019-09-05,"Arkansas","West Virginia",3,0,3,2,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757394",2019-09-05,"Arkansas","West Virginia",3,0,3,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757393",2019-09-05,"Long Beach State","Texas State",5,2,3,1,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757393",2019-09-05,"Long Beach State","Texas State",5,2,3,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757393",2019-09-05,"Long Beach State","Texas State",5,2,3,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757393",2019-09-05,"Long Beach State","Texas State",5,2,3,4,20,25,5
